time,x_act,y_act,x_ref,y_ref,yaw_act,v_act,v_ref,steer_cmd_rad,steer_act_rad,lateral_error,heading_error,throttle,brake,curvature
0.0,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,0.0,15.5,-0.3490658503988659,0.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.05012106895446777,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,4.029906267533079e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.10001397132873535,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.5602454115869477e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.1499335765838623,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.594990837678779e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.19991469383239746,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.4718061467865482e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.2499849796295166,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,0.00013910372217651457,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.3001260757446289,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.5829665901255794e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.34992170333862305,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.41584493778646e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.40015530586242676,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,8.404754771618173e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.44991445541381836,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,0.00010111400479217991,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.5001742839813232,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.4274158931802958e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.5499193668365479,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.5864103008643724e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.6001420021057129,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,7.017720054136589e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.6502323150634766,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,7.22832337487489e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.6999373435974121,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.6122839699382894e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.7501845359802246,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.5991083020926453e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.7999799251556396,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.64683931163745e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.8500261306762695,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.3984615836525336e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.9000935554504395,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.6318808522773907e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
0.9499740600585938,-19.99998664855957,-24.0,-19.939110438595392,-23.719819006058742,1.5978966985130683e-06,2.412333560641855e-05,15.5,-0.3490658503988659,-1.0,0.12523158549427713,-0.28609111550275035,1.0,0.0,0.03256501203604301
1.000128984451294,-19.992902755737305,-23.999269485473633,-19.939110438595392,-23.719819006058742,6.338323146337643e-05,0.35417640209198,15.5,-0.13716545288896487,-1.0,0.12446685923475125,-0.2861529008375152,1.0,0.0,0.03256501203604301
1.0500237941741943,-19.960779190063477,-23.994901657104492,-19.939110438595392,-23.719819006058742,0.0021283975802361965,0.8573943972587585,15.5,0.07055373571475165,-0.3929500877857208,0.11902332327073005,-0.28821791518628803,1.0,0.0,0.03256501203604301
