Time,X,Y,V_ref,V_meas,Ey,Epsi,Steer,Throttle,Brake
0.0,-150.13595581054688,14.326957702636719,6.0,3.0122387409210205,0.19645623810641255,0.052674541120182994,-0.07746452039086718,1.0,0.0
0.168116027,-150.00636291503906,14.218799591064453,6.0,0.01581251248717308,0.19630298090900553,0.05275023901904774,-0.0002618995014742006,1.0,0.0
0.375732257,-150.00413513183594,14.217300415039062,6.0,0.09572245180606842,0.19604096403447402,0.053088197354924205,-0.00026301205805302644,1.0,0.0
0.531403943,-149.93524169921875,14.161574363708496,6.0,1.0809962749481201,0.19457844553048653,0.05262787068332386,-0.012723360097555269,1.0,0.0
0.6937899080000001,-149.7182159423828,13.980324745178223,6.0,2.4322915077209473,0.2207246296731019,0.052621534575696405,-0.0635252146078731,1.0,0.0
0.8560482150000001,-149.33714294433594,13.663175582885742,6.0,3.738776206970215,0.24588705718611864,0.05261410201038075,-0.09913274022386781,1.0,0.0
1.0186280250000002,-148.7715301513672,13.200170516967773,6.0,4.927191257476807,0.26462857733707157,0.051877352327377224,-0.09816437560480273,1.0,0.0
1.245086404,-147.77227783203125,12.422672271728516,6.0,6.290645122528076,0.2946734153051136,0.029407331590306285,-0.07282798212476324,0.0,0.3409186437822369
1.408036078,-146.91995239257812,11.80230712890625,6.0,6.983471870422363,0.2726588861569973,-0.006261041517603871,-0.03786791574274041,0.0,1.0
1.5677278250000002,-145.9110107421875,11.118617057800293,6.0,7.026143550872803,0.21792796245134477,-0.045659711714137075,0.0013838776284845777,0.0,1.0
1.7285576200000001,-145.07955932617188,10.584123611450195,6.0,4.352493762969971,0.1465060824655793,-0.05901903797221619,0.021959082196950207,1.0,0.0
1.88807998,-144.7955780029297,10.399816513061523,6.0,0.5164196491241455,0.11394166901687586,-0.059042325373042104,0.0002516511612354322,1.0,0.0
2.052489349,-144.79209899902344,10.397608757019043,6.0,0.016328219324350357,0.11385252163851588,-0.05913495099102306,0.00016937291528623877,1.0,0.0
2.217180909,-144.73252868652344,10.358062744140625,6.0,0.9467986822128296,0.1139610138301658,-0.05899106537853527,3.864373522216874e-05,1.0,0.0
2.432198205,-144.38973999023438,10.131336212158203,6.0,2.7959322929382324,0.08432323374432428,-0.05899477888179261,0.019511225447080994,1.0,0.0
2.5838519520000003,-143.95880126953125,9.846213340759277,6.0,4.009873867034912,0.0547118861718659,-0.058964600916254994,0.03980220972878011,1.0,0.0
2.730365883,-143.3882293701172,9.466636657714844,6.0,5.04439640045166,0.026781253179830516,-0.05891070084763195,0.04725245018662429,0.894994441336842,0.0
2.892081735,-142.65985107421875,8.974180221557617,6.0,6.039273738861084,-0.023588573987963067,-0.05870152402949769,0.053055841601425124,0.0,0.09080017766420306
3.055585418,-141.7751007080078,8.367789268493652,6.0,6.887461185455322,-0.06534486409442045,-0.05781579900813538,0.05566751378062799,0.0,0.9294883793097916
3.2793075650000003,-140.47299194335938,7.466428756713867,6.0,6.732541084289551,-0.12134617378886356,-0.05539607083355236,0.06329959318979778,0.0,0.715931758907201
3.4422366240000004,-139.67617797851562,6.908395290374756,6.0,5.0026044845581055,-0.15486439509488625,-0.054062774534571645,0.07817474226092821,1.0,0.0
3.607751731,-139.29690551757812,6.645633220672607,6.0,1.0189990997314453,-0.1744127049038583,-0.05399436641765076,0.010655080932606,1.0,0.0
3.769674686,-139.27655029296875,6.63248872756958,6.0,0.052593912929296494,-0.1748051882713125,-0.054048904667620246,0.00025855150203327415,1.0,0.0
3.928367327,-139.2113494873047,6.587149620056152,6.0,0.9807774424552917,-0.17348775773084657,-0.05339736629558045,0.009809032774342811,1.0,0.0
4.08371273,-138.9918975830078,6.439446449279785,6.0,2.3142642974853516,-0.19962869118884594,-0.053360709439043585,0.05575001448967989,1.0,0.0
4.241377553,-138.595703125,6.173024654388428,6.0,3.6293747425079346,-0.22552893242763392,-0.053295960779536244,0.09440560597186666,1.0,0.0
4.45442405,-137.835205078125,5.650320529937744,6.0,5.121093273162842,-0.26768435063949353,-0.05148976122890758,0.09665827566185117,0.8188882777351808,0.0
4.615018483,-137.07110595703125,5.106142520904541,6.0,6.129336833953857,-0.2917315181865477,-0.040960898752558705,0.08301339168610031,0.0,0.18213957929451896
4.768769916,-136.29376220703125,4.523409843444824,6.0,6.8719305992126465,-0.2796920880504967,-0.011385509262804572,0.05309268582707899,0.0,0.9103837618913586
4.932090588,-135.3855743408203,3.7959752082824707,6.0,6.914897441864014,-0.24216961512520685,0.02842107767258817,0.01587392047563921,0.0,0.9078325218405322
5.0962712770000005,-134.6581268310547,3.176666498184204,6.0,4.78883171081543,-0.17872902880902075,0.04875213826144886,-0.008061884038120075,1.0,0.0
5.3204100400000005,-134.3319854736328,2.8984904289245605,6.0,0.010646376758813858,-0.14847425608513487,0.04880146083179637,-0.00011949345444675051,1.0,0.0
5.488051882000001,-134.33164978027344,2.8983376026153564,6.0,0.014390298165380955,-0.1486238787289515,0.04858086404148265,-0.00011864795637163949,1.0,0.0
5.651862395,-134.2847442626953,2.8596203327178955,6.0,0.8240617513656616,-0.1487496289301983,0.04865447577778026,0.0013150865911774172,1.0,0.0
5.810282223000001,-134.11314392089844,2.717517137527466,6.0,2.080113410949707,-0.14892127335179095,0.048660853474771226,0.0036361042756425737,1.0,0.0
5.97939588,-133.70352172851562,2.3778462409973145,6.0,3.623331069946289,-0.12465982569926962,0.0486733349668933,-0.01273343130627323,1.0,0.0
6.1487945900000005,-133.15460205078125,1.9218342304229736,6.0,4.837467670440674,-0.07543753571081159,0.04870395969318908,-0.028676068923874448,1.0,0.0
6.314153442,-132.46363830566406,1.3496992588043213,6.0,5.780597686767578,-0.051868773837015325,0.04869670594180775,-0.032403679533960214,0.1723669622415415,0.0
6.531652466000001,-131.380859375,0.46555548906326294,6.0,6.932850360870361,0.010410939274789005,0.048473468531842645,-0.039550649902520274,0.0,0.9760306270832418
6.687039518000001,-130.52210998535156,-0.23004724085330963,6.0,7.555709362030029,0.04629898032305503,0.04827581952976745,-0.043295329595859716,0.0,1.0
6.843436857,-129.60546875,-0.9687958359718323,6.0,6.733653545379639,0.10250554204429252,0.0477275344177599,-0.05403605146631645,0.0,0.6716509100863762
7.005333598,-129.02552795410156,-1.435564398765564,6.0,2.322903633117676,0.11612245156162332,0.047570112596745595,-0.03992696257787015,1.0,0.0
7.170349958,-128.95565795898438,-1.4932258129119873,6.0,0.6585242748260498,0.11599737809307624,0.04757368887543212,-0.003471865291863133,1.0,0.0
7.398183791,-128.94895935058594,-1.4986692667007446,6.0,0.01551917102187872,0.11599685214320998,0.04722184265732299,-0.00021223132559547407,1.0,0.0
7.562548153000001,-128.92308044433594,-1.5194443464279175,6.0,0.5280910730361938,0.11561305222681248,0.04682743872284423,-0.0023265770882647087,1.0,0.0
7.718634989000001,-128.80287170410156,-1.6185178756713867,6.0,1.6465835571289062,0.1388198322819895,0.04683732103275817,-0.02291849453911958,1.0,0.0
7.882649014,-128.47398376464844,-1.8899145126342773,6.0,3.151942253112793,0.16193925235706233,0.046848506023069,-0.06894044422630677,1.0,0.0
8.044426357,-128.38861083984375,-1.960288405418396,6.0,3.4260308742523193,0.16180537211627022,0.04684749274410782,-0.07295725309642082,1.0,0.0
