Time,X,Y,V_ref,V_meas,Ey,Epsi,Steer,Throttle,Brake
0.0,-154.59999084472656,17.99998664855957,6.0,0.0,0.007803849806301816,0.0006235146183430906,-8.79909439852397e-06,1.0,0.0
0.070626251,-154.59999084472656,17.99998664855957,6.0,0.0,0.007803849806301816,0.0006235146183430906,-8.79909439852397e-06,1.0,0.0
0.129552955,-154.59999084472656,17.99998664855957,6.0,0.0,0.007803849806301816,0.0006235146183430906,-8.79909439852397e-06,1.0,0.0
0.187785899,-154.59999084472656,17.99998664855957,6.0,1.65681449288968e-05,0.007803849806301816,0.0006235146183430906,-8.79909439852397e-06,1.0,0.0
0.24546213700000002,-154.59999084472656,17.99998664855957,6.0,1.5599098333041184e-05,0.007803849806301816,0.0006235146183430906,-8.79909439852397e-06,1.0,0.0
0.305438278,-154.59999084472656,17.99998664855957,6.0,1.0122416824742686e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.38796466100000004,-154.59999084472656,17.99998664855957,6.0,1.2107250768167432e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.44586984700000004,-154.59999084472656,17.99998664855957,6.0,1.8037098925560713e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.50470292,-154.59999084472656,17.99998664855957,6.0,2.3424650862580165e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.5671498180000001,-154.59999084472656,17.99998664855957,6.0,1.7940508769243024e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.632502976,-154.59999084472656,17.99998664855957,6.0,9.381315067003015e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.698146889,-154.59999084472656,17.99998664855957,6.0,9.298926670453511e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.793038302,-154.59999084472656,17.99998664855957,6.0,9.222271728503983e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.85972389,-154.59999084472656,17.99998664855957,6.0,9.271533599530812e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.923076196,-154.59999084472656,17.99998664855957,6.0,1.7913767806021497e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
0.986888752,-154.59999084472656,17.99998664855957,6.0,2.4513425159966573e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.048331257,-154.59999084472656,17.99998664855957,6.0,1.4050864592718426e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.113152981,-154.59999084472656,17.99998664855957,6.0,1.404940485372208e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.2060607680000002,-154.59999084472656,17.99998664855957,6.0,5.014193448005244e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.270031128,-154.59999084472656,17.99998664855957,6.0,8.644958143122494e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.331560512,-154.59999084472656,17.99998664855957,6.0,8.849669029586948e-06,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.3951346390000001,-154.59999084472656,17.99998664855957,6.0,1.7940541511052288e-05,0.007803860190530438,0.0006226801533162352,-8.796110521448888e-06,1.0,0.0
1.456838979,-154.59671020507812,17.99724006652832,6.0,0.2599506378173828,0.007799128115507614,0.0006222629208028074,-5.1354198628984256e-05,1.0,0.0
1.5917373750000001,-154.49658203125,17.91322135925293,6.0,1.6247670650482178,0.007800327177025931,0.0006230973858296629,-0.0032115290237533555,1.0,0.0
1.8137576930000001,-154.01412963867188,17.508413314819336,6.0,3.891301393508911,0.014138856072859932,0.023283288879959674,-0.03569030722731681,1.0,0.0
1.976890113,-153.474853515625,17.05636215209961,6.0,5.36859655380249,0.025551713882725514,0.034405088458068,-0.03982398471582853,0.5508454099534831,0.0
2.138926822,-152.628662109375,16.352609634399414,6.0,7.050682544708252,0.06050093541301805,0.04980241985667355,-0.04809016909178101,0.0,1.0
2.2957374560000003,-151.75909423828125,15.64241886138916,6.0,7.8886566162109375,0.09674137522328669,0.053660022816808706,-0.05415981233688539,0.0,1.0
2.458283448,-150.80010986328125,14.864632606506348,6.0,7.2598466873168945,0.1573908258828682,0.052841970567357066,-0.06473642664733123,0.0,1.0
